symbol,name,exchange,yahoo
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),N,ITUB
ITW,Illinois Tool Works Inc. Common Stock,N,ITW
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,N,IVR
IVR$C,"INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock, Liquation Preference $25.00 per Share",N,IVR$C
IVT,InvenTrust Properties Corp. Common Stock,N,IVT
IVZ,Invesco Ltd Common Stock,N,IVZ
IX,ORIX Corporation American Depositary Shares,N,IX
J,Jacobs Solutions Inc. Common Stock,N,J
JACS,Jackson Acquisition Company II Class A Ordinary Shares,N,JACS
JACS.R,"Jackson Acquisition Company II Rights, each right to acquire one-tenth (1/10) of one Class A ordinary share",N,JACS-R
JACS.U,"Jackson Acquisition Company II Units, each consisting of one Class A ordinary share and one right to acquire one-tenth (1/10) of one Class A ordinary share",N,JACS-U
JBGS,JBG SMITH Properties Common Shares ,N,JBGS
JBI,"Janus International Group, Inc. Common Stock",N,JBI
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,N,JBK
JBL,Jabil Inc. Common Stock,N,JBL
JBS,JBS N.V. Class A Common Shares,N,JBS
JBTM,JBT Marel Corporation Common Stock,N,JBTM
JCE,Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,N,JCE
JCI,Johnson Controls International plc Ordinary Share,N,JCI
JEF,Jefferies Financial Group Inc. Common Stock,N,JEF
JELD,"JELD-WEN Holding, Inc. Common Stock",N,JELD
JENA,Jena Acquisition Corporation II Class A Ordinary Shares,N,JENA
JENA.R,"Jena Acquisition Corporation II Rights, each right to acquire one-twentieth (1/20) of one Class A ordinary share",N,JENA-R
JENA.U,"Jena Acquisition Corporation II Units, each consisting of one Class A ordinary share and one right",N,JENA-U
JFR,Nuveen Floating Rate Income Fund Common Stock,N,JFR
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,N,JGH
JGH.V,"Nuveen Global High Income Fund Rights (expiring November 20, 2025) Rights when issued",N,JGH-V
JHG,Janus Henderson Group plc Ordinary Shares,N,JHG
JHI,John Hancock Investors Trust Common Stock,N,JHI
JHS,John Hancock Income Securities Trust Common Stock,N,JHS
JHX,James Hardie Industries plc. Ordinary Shares,N,JHX
JILL,"J. Jill, Inc. Common Stock",N,JILL
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),N,JKS
JLL,Jones Lang LaSalle Incorporated Common Stock,N,JLL
JLS,Nuveen Mortgage and Income Fund,N,JLS
JMIA,"Jumia Technologies AG American Depositary Shares, each representing two Ordinary Shares",N,JMIA
JMM,Nuveen Multi-Market Income Fund (MA),N,JMM
JNJ,Johnson & Johnson Common Stock,N,JNJ
JOBY,"Joby Aviation, Inc. Common Stock",N,JOBY
JOBY.W,"Joby Aviation, Inc. Warrants",N,JOBY-W
JOE,St. Joe Company (The) Common Stock,N,JOE
JOF,Japan Smaller Capitalization Fund Inc Common Stock,N,JOF
JPC,Nuveen Preferred & Income Opportunities Fund,N,JPC
JPM,JP Morgan Chase & Co. Common Stock,N,JPM
JPM$C,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.00% Non-Cumulative  Preferred Stock, Series EE",N,JPM$C
JPM$D,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th  interest in a share of 5.75% Non-Cumulative  Preferred Stock, Series DD",N,JPM$D
JPM$J,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock, Series GG",N,JPM$J
JPM$K,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock, Series JJ",N,JPM$K
JPM$L,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock, Series LL",N,JPM$L
JPM$M,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock, Series MM",N,JPM$M
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,N,JQC
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,N,JRI
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,N,JRS
JXN,Jackson Financial Inc. Class A Common Stock ,N,JXN
JXN$A,"Jackson Financial Inc. Depositary Shares, each representing a 1/1,000th interest in a share of Fixed-Rate Reset Noncumulative Perpetual Preferred Stock, Series A",N,JXN$A
K,Kellanova Common Stock,N,K
KAI,Kadant Inc Common Stock,N,KAI
KAR,"OPENLANE, Inc. Common Stock",N,KAR
KB,KB Financial Group Inc,N,KB
KBDC,"Kayne Anderson BDC, Inc. Common Stock",N,KBDC
KBH,KB Home Common Stock,N,KBH
KBR,"KBR, Inc. Common Stock",N,KBR
KD,"Kyndryl Holdings, Inc. Common Stock",N,KD
KEN,Kenon Holdings Ltd. Ordinary Shares,N,KEN
KEP,Korea Electric Power Corporation Common Stock,N,KEP
KEX,Kirby Corporation Common Stock,N,KEX
KEY,KeyCorp Common Stock,N,KEY
KEY$I,"KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock, Series E",N,KEY$I
KEY$J,"KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock, Series F",N,KEY$J
KEY$K,"KeyCorp Depositary Shares, each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock, Series G",N,KEY$K
KEY$L,"KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock, Series H",N,KEY$L
KEYS,Keysight Technologies Inc. Common Stock,N,KEYS
KF,"Korea Fund, Inc. (The) New Common Stock",N,KF
KFRC,"Kforce, Inc. Common Stock",N,KFRC
KFS,"Kingsway Financial Services, Inc. Common Stock (DE)",N,KFS
KFY,Korn Ferry Common Stock,N,KFY
KGC,Kinross Gold Corporation Common Stock,N,KGC
KGS,"Kodiak Gas Services, Inc. Common Stock",N,KGS
KIM,Kimco Realty Corporation (HC) Common Stock,N,KIM
KIM$L,"Kimco Realty Corporation Class L Depositary Shares, each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock, liquidation preference $25,000.00 per share",N,KIM$L
KIM$M,"Kimco Realty Corporation Class M Depositary Shares, each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock, liquidation preference $25,000.00 per share",N,KIM$M
KIM$N,"Kimco Realty Corporation Depositary Shares, each representing 1/1,000th interest in a share of 7.25% Class N Cumulative Convertible Perpetual Preferred Stock",N,KIM$N
KIO,KKR Income Opportunities Fund Common Shares,N,KIO
KKR,KKR & Co. Inc. Common Stock,N,KKR
KKR$D,KKR & Co. Inc. 6.25% Series D Mandatory Convertible Preferred Stock,N,KKR$D
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,N,KKRS
KKRT,KKR & Co. Inc. 6.875% Subordinated Notes due 2065,N,KKRT
KLAR,Klarna Group plc Ordinary Shares,N,KLAR
KLC,"KinderCare Learning Companies, Inc. Common Stock",N,KLC
KMI,"Kinder Morgan, Inc. Common Stock",N,KMI
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,N,KMPB
KMPR,Kemper Corporation,N,KMPR
KMT,Kennametal Inc. Common Stock,N,KMT
KMX,CarMax Inc,N,KMX
KN,Knowles Corporation Common Stock,N,KN
KNF,Knife Riv Holding Co. Common Stock,N,KNF
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,N,KNOP
KNSL,"Kinsale Capital Group, Inc. Common Stock",N,KNSL
KNTK,Kinetik Holdings Inc. Class A Common Stock,N,KNTK
KNX,Knight-Swift Transportation Holdings Inc.,N,KNX
KO,Coca-Cola Company (The) Common Stock,N,KO
KODK,Eastman Kodak Company Common New,N,KODK
KOF,"Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares, each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)",N,KOF
KOP,Koppers Holdings Inc. Common Stock,N,KOP
KORE,"KORE Group Holdings, Inc. Common Stock",N,KORE
KOS,Kosmos Energy Ltd. Common Shares (DE),N,KOS
KR,Kroger Company (The) Common Stock,N,KR
KRC,Kilroy Realty Corporation Common Stock,N,KRC
KREF,KKR Real Estate Finance Trust Inc. Common Stock,N,KREF
KREF$A,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,N,KREF$A
KRG,Kite Realty Group Trust Common Stock,N,KRG
KRMN,Karman Holdings Inc. Common Stock,N,KRMN
KRO,Kronos Worldwide Inc Common Stock,N,KRO
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,N,KRP
KRSP.U,"Rice Acquisition Corporation 3 Units, each consisting of one Class A ordinary share, and one-sixth of one redeemable warrant",N,KRSP-U
KSS,Kohl's Corporation Common Stock,N,KSS
KT,KT Corporation Common Stock,N,KT
KTB,"Kontoor Brands, Inc. Common Stock ",N,KTB
KTF,DWS Municipal Income Trust,N,KTF
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,N,KTH
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),N,KTN
KUKE,Kuke Music Holding Limited American Depositary Shares (each representing ten (10) Class A Ordinary Shares),N,KUKE
KVUE,Kenvue Inc. Common Stock,N,KVUE
KVYO,"Klaviyo, Inc. Series A Common Stock",N,KVYO
KW,Kennedy-Wilson Holdings Inc. Common Stock,N,KW
KWR,Quaker Houghton Common Stock,N,KWR
KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",N,KYN
L,Loews Corporation Common Stock,N,L
LAC,Lithium Americas Corp. Common Shares,N,LAC
LAD,"Lithia Motors, Inc. Common Stock",N,LAD
LADR,Ladder Capital Corp Class A Common Stock,N,LADR
LANV,Lanvin Group Holdings Limited Ordinary Shares,N,LANV
LANV.W,"Lanvin Group Holdings Limited Redeemable Warrants, each whole warrant exercisable for one Ordinary Share at an exercise price of $11.50",N,LANV-W
LAR,Lithium Argentina AG Common Shares,N,LAR
LAW,"CS Disco, Inc. Common Stock",N,LAW
LAZ,"Lazard, Inc. Common Stock",N,LAZ
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,N,LB
LBRT,Liberty Energy Inc. Class A common stock,N,LBRT
LC,LendingClub Corporation Common Stock,N,LC
LCII,LCI Industries,N,LCII
LDI,"loanDepot, Inc. Class A Common Stock",N,LDI
LDOS,"Leidos Holdings, Inc. Common Stock",N,LDOS
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",N,LDP
LEA,Lear Corporation Common Stock,N,LEA
LEG,"Leggett & Platt, Incorporated Common Stock",N,LEG
LEN,Lennar Corporation Class A Common Stock,N,LEN
LEN.B,Lennar Corporation Class B,N,LEN-B
LEO,"BNY Mellon Strategic Municipals, Inc. Common Stock",N,LEO
LEVI,Levi Strauss & Co Class A Common Stock,N,LEVI
LFT,"Lument Finance Trust, Inc. Common Stock",N,LFT
LFT$A,"Lument Finance Trust, Inc. 7.875% Series A Cumulative Redeemable Preferred Stock",N,LFT$A
LGI,Lazard Global Total Return and Income Fund Common Stock,N,LGI
LH,Labcorp Holdings Inc. Common Stock,N,LH
LHX,"L3Harris Technologies, Inc. Common Stock",N,LHX
LII,"Lennox International, Inc. Common Stock",N,LII
LION,Lionsgate Studios Corp Common Shares,N,LION
LITB,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing twelve ordinary shares",N,LITB
LLY,Eli Lilly and Company Common Stock,N,LLY
LMND,"Lemonade, Inc. Common Stock",N,LMND
LMT,Lockheed Martin Corporation Common Stock,N,LMT
LNC,Lincoln National Corporation Common Stock,N,LNC
LNC$D,"Lincoln National Corporation Depositary Shares Each Representing a 1/1,000th Interest in a Share of 9.000% Non-Cumulative Preferred Stock, Series D",N,LNC$D
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),N,LND
LNG,"Cheniere Energy, Inc. Common Stock",N,LNG
LNN,Lindsay Corporation Common Stock,N,LNN
LOAR,Loar Holdings Inc. Common Stock,N,LOAR
LOB,"Live Oak Bancshares, Inc. Common Stock",N,LOB
LOB$A,"Live Oak Bancshares, Inc. Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.375% Fixed Rate Series A Non-Cumulative Perpetual Preferred Stock",N,LOB$A
LOCL,Local Bounti Corporation Common Stock,N,LOCL
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,N,LOMA
LOW,"Lowe's Companies, Inc. Common Stock",N,LOW
LPG,Dorian LPG Ltd. Common Stock,N,LPG
LPL,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES",N,LPL
LPX,Louisiana-Pacific Corporation Common Stock,N,LPX
LRN,"Stride, Inc. Common Stock",N,LRN
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,N,LSPD
LTC,"LTC Properties, Inc. Common Stock",N,LTC
LTH,"Life Time Group Holdings, Inc. Common Stock",N,LTH
LTM,"LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2,000) shares of Common Stock)",N,LTM
LU,"Lufax Holding Ltd American Depositary Shares, each representing two (2) Ordinary Shares",N,LU
LUCK,Lucky Strike Entertainment Corporation Class A Common Stock,N,LUCK
LUMN,"Lumen Technologies, Inc. Common Stock",N,LUMN
LUV,Southwest Airlines Company Common Stock,N,LUV
LUXE,"LuxExperience B.V. American Depositary Shares, each representing one Ordinary Share",N,LUXE
LVS,Las Vegas Sands Corp. Common Stock,N,LVS
LVWR,"LiveWire Group, Inc. Common Stock",N,LVWR
LVWR.W,"LiveWire Group, Inc. Warrants, each exercisable for one share of Common Stock at an exercise price of $11.50 per share",N,LVWR-W
LW,"Lamb Weston Holdings, Inc. Common Stock ",N,LW
LXFR,Luxfer Holdings PLC Ordinary Shares,N,LXFR
LXP,LXP Industrial Trust Common Stock (Maryland REIT),N,LXP
LXP$C,LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock,N,LXP$C
LXU,"LSB Industries, Inc. Common Stock",N,LXU
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),N,LYB
LYG,Lloyds Banking Group Plc American Depositary Shares,N,LYG
LYV,"Live Nation Entertainment, Inc. Common Stock",N,LYV
LZB,La-Z-Boy Incorporated Common Stock,N,LZB
LZM,Lifezone Metals Limited Ordinary Shares,N,LZM
LZM.W,Lifezone Metals Limited Warrants,N,LZM-W
M,Macy's Inc Common Stock,N,M
MA,Mastercard Incorporated Common Stock,N,MA
MAA,"Mid-America Apartment Communities, Inc. Common Stock",N,MAA
MAA$I,"Mid-America Apartment Communities, Inc. 8.50% Series I Cumulative Redeemable Preferred Stock",N,MAA$I
MAC,Macerich Company (The) Common Stock,N,MAC
MAGN,Magnera Corporation Common Stock,N,MAGN
MAIN,Main Street Capital Corporation Common Stock,N,MAIN
MAN,ManpowerGroup Common Stock,N,MAN
MANU,Manchester United Ltd. Class A Ordinary Shares,N,MANU
MAS,Masco Corporation Common Stock,N,MAS
MATV,"Mativ Holdings, Inc. Common Stock",N,MATV
MATX,"Matson, Inc. Common Stock",N,MATX
MAX,"MediaAlpha, Inc. Class A Common Stock",N,MAX
MBC,"MasterBrand, Inc. Common Stock",N,MBC
MBI,MBIA Inc. Common Stock,N,MBI
MC,Moelis & Company Class A Common Stock,N,MC
MCB,Metropolitan Bank Holding Corp. Common Stock,N,MCB
MCD,McDonald's Corporation Common Stock,N,MCD
MCI,Barings Corporate Investors Common Stock,N,MCI
MCK,McKesson Corporation Common Stock,N,MCK
MCN,XAI Madison Equity Premium Income Fund Common Shares,N,MCN
MCO,Moody's Corporation Common Stock,N,MCO
MCR,MFS Charter Income Trust Common Stock,N,MCR
MCS,Marcus Corporation (The) Common Stock,N,MCS
MCY,Mercury General Corporation Common Stock,N,MCY
MD,"Pediatrix Medical Group, Inc. Common Stock",N,MD
MDT,Medtronic plc. Ordinary Shares,N,MDT
MDU,"MDU Resources Group, Inc. Common Stock (Holding Company)",N,MDU
MDV,"Modiv Industrial, Inc. Class C Common Stock",N,MDV
MDV$A,"Modiv Industrial, Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock",N,MDV$A
MEC,"Mayville Engineering Company, Inc. Common Stock",N,MEC
MED,MEDIFAST INC Common Stock,N,MED
MEG,"Montrose Environmental Group, Inc. Common Stock",N,MEG
MEGI,NYLI CBRE Global Infrastructure Megatrends Term Fund Common Shares,N,MEGI
MEI,"Methode Electronics, Inc. Common Stock",N,MEI
MER$K,"Bank of America Corporation Income Capital Obligation Notes initially due December 15, 2066",N,MER$K
MET,"MetLife, Inc. Common Stock",N,MET
MET$A,"MetLife, Inc. Preferred Series A Floating Rate",N,MET$A
MET$E,"MetLife, Inc. Depositary Shares ",N,MET$E
MET$F,"MetLife, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.75% Non-Cumulative Preferred Stock, Series F",N,MET$F
MFA,"MFA Financial, Inc.",N,MFA
MFA$B,"MFA Financial, Inc. Preferred Series B",N,MFA$B
MFA$C,"MFA Financial, Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",N,MFA$C
MFAN,"MFA Financial, Inc. 8.875% Senior Notes due 2029",N,MFAN
MFAO,"MFA Financial, Inc. 9.000% Senior Notes due 2029",N,MFAO
MFC,Manulife Financial Corporation Common Stock,N,MFC
MFG,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)",N,MFG
MFM,MFS Municipal Income Trust Common Stock,N,MFM
MG,Mistras Group Inc Common Stock,N,MG
MGA,"Magna International, Inc. Common Stock",N,MGA
MGF,MFS Government Markets Income Trust Common Stock,N,MGF
MGM,MGM Resorts International Common Stock,N,MGM
MGR,"Affiliated Managers Group, Inc. 5.875% Junior Subordinated Notes due 2059",N,MGR
MGRB,"Affiliated Managers Group, Inc. 4.750% Junior Subordinated Notes due 2060",N,MGRB
MGRD,"Affiliated Managers Group, Inc. 4.200% Junior Subordinated Notes due 2061",N,MGRD
MGRE,"Affiliated Managers Group, Inc. 6.750% Junior Subordinated Notes due 2064",N,MGRE
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,N,MGY
MH,"McGraw Hill, Inc. Common Stock",N,MH
MHD,"Blackrock MuniHoldings Fund, Inc. Common Stock",N,MHD
MHF,"Western Asset Municipal High Income Fund, Inc. Common Stock",N,MHF
MHK,"Mohawk Industries, Inc. Common Stock",N,MHK
MHLA,"Maiden Holdings, Ltd. 6.625% Notes due 2046",N,MHLA
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock",N,MHN
MHNC,"Maiden Holdings North America, Ltd. 7.75% Notes due 2043",N,MHNC
MHO,"M/I Homes, Inc. Common Stock",N,MHO
MIAX,"Miami International Holdings, Inc. Common Stock",N,MIAX
MIN,MFS Intermediate Income Trust Common Stock,N,MIN
MIR,"Mirion Technologies, Inc. Class A Common Stock",N,MIR
MITN,"AG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029",N,MITN
MITP,"AG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029",N,MITP
MITT,"AG Mortgage Investment Trust, Inc. Common Stock",N,MITT
MITT$A,"AG Mortgage Investment Trust, Inc. 8.25% Preferred Series A",N,MITT$A
MITT$B,"AG Mortgage Investment Trust, Inc. Preferred Series B",N,MITT$B
MITT$C,"AG Mortgage Investment Trust, Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock, $0.01 par value per share",N,MITT$C
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock",N,MIY
MKC,"McCormick & Company, Incorporated Common Stock",N,MKC
MKC.V,"McCormick & Company, Incorporated Common Stock",N,MKC-V
MKL,Markel Group Inc. Common Stock,N,MKL
MLI,"Mueller Industries, Inc. Common Stock",N,MLI
MLM,"Martin Marietta Materials, Inc. Common Stock",N,MLM
MLNK,"MeridianLink, Inc. Common Stock",N,MLNK
MLP,"Maui Land & Pineapple Company, Inc. Common Stock",N,MLP
MLR,"Miller Industries, Inc. Common Stock",N,MLR
MMC,"Marsh & McLennan Companies, Inc. Common Stock",N,MMC
MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund Common Shares,N,MMD
MMI,"Marcus & Millichap, Inc. Common Stock",N,MMI
MMM,3M Company Common Stock,N,MMM
MMS,"Maximus, Inc. Common Stock",N,MMS
MMT,MFS Multimarket Income Trust Common Stock,N,MMT
MMU,"Western Asset Managed Municipals Fund, Inc. Common Stock",N,MMU
MNR,Mach Natural Resources LP Common Units representing Limited Partner Interests,N,MNR
MNSO,"MINISO Group Holding Limited American Depositary Shares, each representing four Ordinary Shares",N,MNSO
MNTN,"MNTN, Inc. Class A Common Stock",N,MNTN
MO,"Altria Group, Inc.",N,MO
MOD,Modine Manufacturing Company Common Stock,N,MOD
MODG,Topgolf Callaway Brands Corp. Common Stock,N,MODG
MOG.A,Moog Inc. Class A Common Stock,N,MOG-A
